Date,Low,High,Last,Change,% Change
27 Feb 2025,1.2859,1.2864,1.2862,0.003, 0.23%
26 Feb 2025,1.2828,1.2837,1.2832,0.0047, 0.37%
25 Feb 2025,1.2782,1.2787,1.2785,-0.0247, -1.90%
24 Feb 2025,1.3027,1.3036,1.3032,-0.0084, -0.64%
21 Feb 2025,1.3113,1.3118,1.3116,-0.0106, -0.80%
20 Feb 2025,1.3218,1.3227,1.3222,0.0134, 1.02%
19 Feb 2025,1.3086,1.3091,1.3088,0.0025, 0.19%
18 Feb 2025,1.3059,1.3068,1.3063,0.0138, 1.07%
17 Feb 2025,1.2923,1.2927,1.2925,-0.0159, -1.22%
14 Feb 2025,1.3082,1.3086,1.3084,0.0136, 1.05%
13 Feb 2025,1.2946,1.295,1.2948,-0.0043, -0.33%
12 Feb 2025,1.2986,1.2995,1.2991,0.0238, 1.87%
11 Feb 2025,1.275,1.2755,1.2753,-0.0095, -0.74%
10 Feb 2025,1.2846,1.285,1.2848,-0.0139, -1.07%
07 Feb 2025,1.2986,1.2989,1.2987,0.0193, 1.51%
06 Feb 2025,1.2791,1.2796,1.2794,0.0229, 1.82%
05 Feb 2025,1.256,1.2569,1.2565,-0.0183, -1.44%
04 Feb 2025,1.2746,1.275,1.2748,0.0295, 2.37%
03 Feb 2025,1.2451,1.2456,1.2453,-0.0077, -0.61%
31 Jan 2025,1.2528,1.2533,1.253,-0.0193, -1.52%
30 Jan 2025,1.2719,1.2728,1.2723,0.0149, 1.18%
29 Jan 2025,1.2569,1.2578,1.2574,-0.0106, -0.84%
28 Jan 2025,1.2678,1.2682,1.268,-0.0195, -1.51%
27 Jan 2025,1.2873,1.2877,1.2875,-0.0132, -1.01%
24 Jan 2025,1.3004,1.3009,1.3007,0.0014, 0.11%
23 Jan 2025,1.2991,1.2995,1.2993,-0.0152, -1.16%
22 Jan 2025,1.3141,1.315,1.3145,-0.0141, -1.06%
21 Jan 2025,1.3281,1.329,1.3286,-0.0016, -0.12%
20 Jan 2025,1.3299,1.3304,1.3302,0.0046, 0.35%
17 Jan 2025,1.3254,1.3259,1.3256,0.0272, 2.09%
16 Jan 2025,1.2982,1.2986,1.2984,0.0154, 1.20%
15 Jan 2025,1.2828,1.2832,1.283,-0.0193, -1.48%
14 Jan 2025,1.3018,1.3027,1.3023,-0.0065, -0.50%
13 Jan 2025,1.3086,1.3091,1.3088,-0.0041, -0.31%
10 Jan 2025,1.3127,1.3131,1.3129,0.0179, 1.38%
09 Jan 2025,1.2946,1.2955,1.295,0.0073, 0.57%
08 Jan 2025,1.2873,1.2882,1.2877,-0.0208, -1.59%
07 Jan 2025,1.3084,1.3086,1.3085,-0.0164, -1.24%
06 Jan 2025,1.3245,1.3254,1.3249,0.0136, 1.04%
03 Jan 2025,1.3109,1.3118,1.3113,-0.0274, -2.05%
02 Jan 2025,1.3386,1.3388,1.3387,-0.0198, -1.46%
31 Dec 2024,1.3581,1.359,1.3585,-0.0261, -1.89%
30 Dec 2024,1.3844,1.3848,1.3846,0.0161, 1.18%
27 Dec 2024,1.368,1.3689,1.3685,-0.0111, -0.80%
24 Dec 2024,1.3794,1.3798,1.3796,0.012, 0.88%
23 Dec 2024,1.3671,1.368,1.3676,0.0191, 1.42%
20 Dec 2024,1.3481,1.349,1.3485,-0.005, -0.37%
19 Dec 2024,1.3531,1.354,1.3535,-0.0123, -0.90%
18 Dec 2024,1.3653,1.3662,1.3658,-0.0152, -1.10%
17 Dec 2024,1.3807,1.3812,1.381,-0.0184, -1.31%
16 Dec 2024,1.3993,1.3996,1.3994,-0.0126, -0.89%
13 Dec 2024,1.4116,1.4125,1.412,0.0079, 0.56%
12 Dec 2024,1.4039,1.4043,1.4041,-0.0127, -0.90%
11 Dec 2024,1.4166,1.417,1.4168,-0.0014, -0.10%
10 Dec 2024,1.4179,1.4184,1.4182,-0.0028, -0.20%
09 Dec 2024,1.4209,1.4211,1.421,0.0194, 1.38%
06 Dec 2024,1.4011,1.4021,1.4016,-0.0104, -0.74%
05 Dec 2024,1.4118,1.4123,1.412,0.0095, 0.68%
04 Dec 2024,1.4021,1.403,1.4025,0.002, 0.14%
03 Dec 2024,1.4002,1.4007,1.4005,0.0014, 0.10%
02 Dec 2024,1.3989,1.3993,1.3991,-0.0018, -0.13%
29 Nov 2024,1.4007,1.4011,1.4009,0.0197, 1.43%
28 Nov 2024,1.3807,1.3816,1.3812,-0.0264, -1.88%
27 Nov 2024,1.4075,1.4077,1.4076,0.0118, 0.85%
26 Nov 2024,1.3957,1.3959,1.3958,0.0307, 2.25%
25 Nov 2024,1.3649,1.3653,1.3651,0.021, 1.56%
22 Nov 2024,1.344,1.3442,1.3441,-0.0135, -0.99%
21 Nov 2024,1.3571,1.3581,1.3576,0.005, 0.37%
20 Nov 2024,1.3522,1.3531,1.3526,0.0154, 1.15%
19 Nov 2024,1.337,1.3374,1.3372,0.012, 0.91%
18 Nov 2024,1.3249,1.3254,1.3252,-0.0319, -2.35%
15 Nov 2024,1.3567,1.3576,1.3571,0.0388, 2.94%
14 Nov 2024,1.3181,1.3184,1.3183,-0.0134, -1.01%
13 Nov 2024,1.3313,1.3322,1.3317,0.0009, 0.07%
12 Nov 2024,1.3304,1.3313,1.3308,-0.0284, -2.09%
11 Nov 2024,1.359,1.3594,1.3592,0.0025, 0.18%
08 Nov 2024,1.3562,1.3571,1.3567,-0.0381, -2.73%
07 Nov 2024,1.3943,1.3953,1.3948,0.0435, 3.22%
06 Nov 2024,1.3508,1.3517,1.3513,-0.0421, -3.02%
05 Nov 2024,1.393,1.3939,1.3934,0.0118, 0.85%
04 Nov 2024,1.3812,1.3821,1.3816,-0.0055, -0.40%
01 Nov 2024,1.3866,1.3875,1.3871,-0.0172, -1.22%
31 Oct 2024,1.4039,1.4048,1.4043,-0.0136, -0.96%
30 Oct 2024,1.4175,1.4184,1.4179,-0.0003, -0.02%
29 Oct 2024,1.4179,1.4184,1.4182,0.0211, 1.51%
28 Oct 2024,1.3966,1.3975,1.3971,0.005, 0.36%
25 Oct 2024,1.3916,1.3925,1.3921,-0.0551, -3.81%
24 Oct 2024,1.447,1.4474,1.4472,0.0275, 1.94%
23 Oct 2024,1.4195,1.42,1.4197,-0.0014, -0.10%
22 Oct 2024,1.4209,1.4213,1.4211,0.0086, 0.61%
21 Oct 2024,1.412,1.4129,1.4125,0.0136, 0.97%
18 Oct 2024,1.3984,1.3993,1.3989,0.034, 2.49%
17 Oct 2024,1.3644,1.3653,1.3649,-0.034, -2.43%
16 Oct 2024,1.3984,1.3993,1.3989,0.0312, 2.28%
15 Oct 2024,1.3676,1.3678,1.3677,-0.023, -1.65%
14 Oct 2024,1.3903,1.3912,1.3907,-0.0227, -1.61%
11 Oct 2024,1.4129,1.4138,1.4134,0.0371, 2.70%
10 Oct 2024,1.3762,1.3764,1.3763,0.0026, 0.19%
09 Oct 2024,1.3735,1.3739,1.3737,-0.0354, -2.51%
08 Oct 2024,1.4089,1.4093,1.4091,-0.0313, -2.17%
07 Oct 2024,1.4402,1.4406,1.4404,0.0034, 0.24%
04 Oct 2024,1.4368,1.4372,1.437,0.0032, 0.22%
03 Oct 2024,1.4334,1.4343,1.4338,0.004, 0.28%
02 Oct 2024,1.4295,1.4302,1.4298,0.0055, 0.39%
01 Oct 2024,1.4238,1.4247,1.4243,0.0136, 0.96%
30 Sep 2024,1.4102,1.4111,1.4107,0.0111, 0.79%
27 Sep 2024,1.3993,1.3998,1.3996,0.005, 0.36%
26 Sep 2024,1.3943,1.3948,1.3946,0.035, 2.57%
25 Sep 2024,1.3594,1.3599,1.3596,0.0086, 0.64%
24 Sep 2024,1.3508,1.3513,1.351,0.0485, 3.72%
23 Sep 2024,1.3023,1.3027,1.3025,-0.0135, -1.03%
20 Sep 2024,1.3159,1.3161,1.316,-0.0128, -0.96%
19 Sep 2024,1.3286,1.329,1.3288,0.0057, 0.43%
18 Sep 2024,1.3227,1.3236,1.3231,-0.003, -0.23%
17 Sep 2024,1.3259,1.3263,1.3261,-0.005, -0.38%
16 Sep 2024,1.3308,1.3313,1.3311,0.0422, 3.27%
13 Sep 2024,1.2887,1.2891,1.2889,-0.002, -0.15%
12 Sep 2024,1.2905,1.2914,1.2909,0.0314, 2.49%
11 Sep 2024,1.2594,1.2596,1.2595,0.0356, 2.91%
10 Sep 2024,1.2238,1.224,1.2239,-0.016, -1.29%
09 Sep 2024,1.2397,1.2401,1.2399,-0.015, -1.20%
06 Sep 2024,1.2546,1.2551,1.2549,0.0123, 0.99%
05 Sep 2024,1.2424,1.2428,1.2426,-0.021, -1.66%
04 Sep 2024,1.2635,1.2637,1.2636,-0.0083, -0.65%
03 Sep 2024,1.2714,1.2723,1.2719,-0.0138, -1.07%
02 Sep 2024,1.2855,1.2859,1.2857,-0.0363, -2.75%
30 Aug 2024,1.3218,1.3222,1.322,0.0181, 1.39%
29 Aug 2024,1.3036,1.3041,1.3039,0.0019, 0.15%
28 Aug 2024,1.3018,1.3023,1.302,-0.0297, -2.23%
27 Aug 2024,1.3313,1.3322,1.3317,0.0233, 1.78%
23 Aug 2024,1.3082,1.3086,1.3084,0.0059, 0.45%
22 Aug 2024,1.3023,1.3027,1.3025,0.0111, 0.86%
21 Aug 2024,1.2909,1.2918,1.2914,0.0106, 0.83%
20 Aug 2024,1.2807,1.2809,1.2808,0.0078, 0.61%
19 Aug 2024,1.2728,1.2732,1.273,0.0256, 2.05%
16 Aug 2024,1.2469,1.2478,1.2474,-0.0059, -0.47%
15 Aug 2024,1.2528,1.2537,1.2533,0.0141, 1.14%
14 Aug 2024,1.2388,1.2397,1.2392,0.0199, 1.63%
13 Aug 2024,1.2188,1.2197,1.2193,-0.0319, -2.55%
12 Aug 2024,1.251,1.2515,1.2512,0.0097, 0.78%
09 Aug 2024,1.241,1.2419,1.2415,0.0479, 4.01%
08 Aug 2024,1.1934,1.1939,1.1936,0.0273, 2.34%
07 Aug 2024,1.1662,1.1664,1.1663,-0.012, -1.02%
06 Aug 2024,1.1782,1.1784,1.1783,0.0094, 0.80%
05 Aug 2024,1.1685,1.1694,1.1689,-0.0497, -4.08%
02 Aug 2024,1.2183,1.2188,1.2186,0.001, 0.08%
01 Aug 2024,1.2174,1.2177,1.2176,-0.0007, -0.06%
31 Jul 2024,1.2179,1.2188,1.2183,0.0256, 2.15%
30 Jul 2024,1.1925,1.1929,1.1927,-0.0166, -1.37%
29 Jul 2024,1.2088,1.2097,1.2093,0.0034, 0.28%
26 Jul 2024,1.2056,1.2061,1.2059,0.0023, 0.19%
25 Jul 2024,1.2034,1.2038,1.2036,-0.0255, -2.07%
24 Jul 2024,1.229,1.2292,1.2291,0.0055, 0.45%
23 Jul 2024,1.2233,1.2238,1.2236,-0.0127, -1.03%
22 Jul 2024,1.236,1.2365,1.2363,-0.0242, -1.92%
19 Jul 2024,1.2601,1.261,1.2605,-0.0127, -1.00%
18 Jul 2024,1.2728,1.2737,1.2732,-0.0318, -2.44%
17 Jul 2024,1.3048,1.3052,1.305,-0.0203, -1.53%
16 Jul 2024,1.3252,1.3254,1.3253,-0.0178, -1.33%
15 Jul 2024,1.3426,1.3435,1.3431,0.0145, 1.09%
12 Jul 2024,1.3281,1.329,1.3286,-0.0174, -1.29%
11 Jul 2024,1.3458,1.3463,1.346,0.017, 1.28%
10 Jul 2024,1.3286,1.3295,1.329,-0.0012, -0.09%
09 Jul 2024,1.3299,1.3304,1.3302,-0.0255, -1.88%
08 Jul 2024,1.3556,1.3558,1.3557,-0.0106, -0.78%
05 Jul 2024,1.3662,1.3664,1.3663,0.0029, 0.21%
04 Jul 2024,1.3633,1.3635,1.3634,0.0137, 1.02%
03 Jul 2024,1.3494,1.3499,1.3497,0.0193, 1.45%
02 Jul 2024,1.3299,1.3308,1.3304,-0.0185, -1.37%
01 Jul 2024,1.3488,1.349,1.3489,-0.0008, -0.06%
28 Jun 2024,1.3494,1.3499,1.3497,0.0189, 1.42%
27 Jun 2024,1.3304,1.3313,1.3308,0.0097, 0.73%
26 Jun 2024,1.3209,1.3213,1.3211,0.0199, 1.53%
25 Jun 2024,1.3011,1.3014,1.3012,0.0051, 0.39%
24 Jun 2024,1.2959,1.2964,1.2961,0.0059, 0.46%
21 Jun 2024,1.29,1.2905,1.2902,-0.0081, -0.62%
20 Jun 2024,1.2982,1.2984,1.2983,-0.0062, -0.48%
19 Jun 2024,1.3041,1.305,1.3045,0.041, 3.24%
18 Jun 2024,1.2633,1.2637,1.2635,-0.0077, -0.61%
17 Jun 2024,1.271,1.2714,1.2712,0.0059, 0.47%
14 Jun 2024,1.2651,1.2655,1.2653,-0.0328, -2.53%
13 Jun 2024,1.298,1.2982,1.2981,0.0162, 1.26%
12 Jun 2024,1.2814,1.2823,1.2819,0.0253, 2.01%
11 Jun 2024,1.2565,1.2567,1.2566,-0.0205, -1.61%
10 Jun 2024,1.2769,1.2773,1.2771,-0.0345, -2.63%
07 Jun 2024,1.3113,1.3118,1.3116,-0.0065, -0.49%
06 Jun 2024,1.3177,1.3186,1.3181,0.0116, 0.89%
05 Jun 2024,1.3063,1.3066,1.3065,-0.0181, -1.37%
04 Jun 2024,1.3245,1.3247,1.3246,-0.0257, -1.90%
03 Jun 2024,1.3499,1.3508,1.3503,-0.0292, -2.12%
31 May 2024,1.3794,1.3796,1.3795,-0.0004, -0.03%
30 May 2024,1.3798,1.3801,1.3799,-0.0339, -2.40%
29 May 2024,1.4134,1.4143,1.4138,0.0054, 0.38%
28 May 2024,1.408,1.4089,1.4084,0.0195, 1.40%
24 May 2024,1.3884,1.3894,1.3889,0.0049, 0.35%
23 May 2024,1.3839,1.3841,1.384,-0.0135, -0.97%
22 May 2024,1.3971,1.398,1.3975,-0.0278, -1.95%
21 May 2024,1.4252,1.4254,1.4253,0.0253, 1.81%
20 May 2024,1.3998,1.4002,1.4,0.0508, 3.77%
17 May 2024,1.349,1.3494,1.3492,-0.0041, -0.30%
16 May 2024,1.3531,1.3535,1.3533,-0.007, -0.51%
15 May 2024,1.3599,1.3608,1.3603,0.0107, 0.79%
14 May 2024,1.3494,1.3497,1.3496,0.0065, 0.48%
13 May 2024,1.3426,1.3435,1.3431,0.0075, 0.56%
10 May 2024,1.3354,1.3358,1.3356,0.0243, 1.85%
09 May 2024,1.3111,1.3116,1.3113,-0.0007, -0.05%
08 May 2024,1.3118,1.3122,1.312,-0.0123, -0.93%
07 May 2024,1.324,1.3245,1.3243,0.0015, 0.11%
03 May 2024,1.3227,1.3229,1.3228,0.018, 1.38%
02 May 2024,1.3045,1.305,1.3048,0.0143, 1.11%
01 May 2024,1.29,1.2909,1.2905,-0.039, -2.93%
30 Apr 2024,1.3293,1.3297,1.3295,0.0157, 1.20%
29 Apr 2024,1.3136,1.3141,1.3138,0.0172, 1.33%
26 Apr 2024,1.2964,1.2968,1.2966,-0.0043, -0.33%
25 Apr 2024,1.3004,1.3014,1.3009,0.0232, 1.82%
24 Apr 2024,1.2775,1.2778,1.2777,0.0188, 1.49%
23 Apr 2024,1.2587,1.2592,1.2589,-0.0176, -1.38%
22 Apr 2024,1.2764,1.2766,1.2765,-0.0126, -0.98%
19 Apr 2024,1.2887,1.2896,1.2891,0.0129, 1.01%
18 Apr 2024,1.276,1.2764,1.2762,0.0034, 0.27%
17 Apr 2024,1.2723,1.2732,1.2728,0.0368, 2.98%
16 Apr 2024,1.2358,1.2363,1.236,-0.0268, -2.12%
15 Apr 2024,1.2623,1.2633,1.2628,-0.0238, -1.85%
12 Apr 2024,1.2864,1.2868,1.2866,0.0414, 3.32%
11 Apr 2024,1.2451,1.2453,1.2452,-0.0099, -0.79%
10 Apr 2024,1.2546,1.2555,1.2551,0.0309, 2.52%
09 Apr 2024,1.2238,1.2247,1.2242,0.0163, 1.35%
08 Apr 2024,1.2077,1.2081,1.2079,0.0156, 1.31%
05 Apr 2024,1.192,1.1925,1.1923,0.0116, 0.98%
04 Apr 2024,1.1805,1.1809,1.1807,0.0537, 4.76%
03 Apr 2024,1.1267,1.1272,1.127,-0.0015, -0.13%
02 Apr 2024,1.1281,1.129,1.1285,0.0247, 2.24%
28 Mar 2024,1.1036,1.104,1.1038,0.008, 0.73%
27 Mar 2024,1.0957,1.0959,1.0958,-0.0248, -2.21%
26 Mar 2024,1.1204,1.1208,1.1206,-0.006, -0.53%
25 Mar 2024,1.1265,1.1267,1.1266,-0.0028, -0.25%
22 Mar 2024,1.129,1.1299,1.1294,-0.0254, -2.20%
21 Mar 2024,1.1544,1.1553,1.1548,0.0176, 1.55%
20 Mar 2024,1.1369,1.1374,1.1372,-0.0002, -0.02%
19 Mar 2024,1.1372,1.1376,1.1374,-0.0236, -2.03%
18 Mar 2024,1.1607,1.1612,1.161,-0.0034, -0.29%
15 Mar 2024,1.1639,1.1648,1.1644,0.0037, 0.32%
14 Mar 2024,1.1603,1.1612,1.1607,-0.0027, -0.23%
13 Mar 2024,1.1632,1.1635,1.1634,-0.0031, -0.27%
12 Mar 2024,1.1662,1.1669,1.1665,0.0087, 0.75%
11 Mar 2024,1.1576,1.158,1.1578,0.005, 0.43%
08 Mar 2024,1.1526,1.153,1.1528,0.0057, 0.50%
07 Mar 2024,1.1467,1.1476,1.1471,0.0216, 1.92%
06 Mar 2024,1.1254,1.1256,1.1255,0.0115, 1.03%
05 Mar 2024,1.1136,1.1145,1.114,0.0086, 0.78%
04 Mar 2024,1.105,1.1059,1.1054,0.0134, 1.23%
01 Mar 2024,1.0918,1.0923,1.092,-0.0061, -0.56%
29 Feb 2024,1.0977,1.0986,1.0981,0.0142, 1.31%
28 Feb 2024,1.0836,1.0841,1.0839,-0.024, -2.17%
27 Feb 2024,1.1077,1.1081,1.1079,0.0088, 0.80%
26 Feb 2024,1.0986,1.0995,1.0991,0.0144, 1.33%
23 Feb 2024,1.0845,1.0848,1.0847,-0.0051, -0.47%
22 Feb 2024,1.0895,1.09,1.0898,-0.0004, -0.04%
21 Feb 2024,1.09,1.0904,1.0902,0.0147, 1.37%
20 Feb 2024,1.075,1.0759,1.0755,-0.005, -0.46%
19 Feb 2024,1.08,1.0809,1.0805,0.0057, 0.53%
16 Feb 2024,1.0746,1.075,1.0748,0.01, 0.94%
15 Feb 2024,1.0646,1.065,1.0648,0.0168, 1.60%
14 Feb 2024,1.0478,1.0483,1.048,-0.0016, -0.15%
13 Feb 2024,1.0492,1.0501,1.0496,0.0008, 0.08%
12 Feb 2024,1.0487,1.0489,1.0488,-0.0085, -0.80%
09 Feb 2024,1.0569,1.0578,1.0573,-0.0234, -2.17%
08 Feb 2024,1.0805,1.0809,1.0807,-0.0145, -1.32%
07 Feb 2024,1.095,1.0954,1.0952,-0.0058, -0.53%
06 Feb 2024,1.1009,1.1011,1.101,0.0002, 0.02%
05 Feb 2024,1.1006,1.1009,1.1008,-0.0184, -1.64%
02 Feb 2024,1.119,1.1195,1.1192,-0.0095, -0.84%
01 Feb 2024,1.1285,1.1288,1.1287,-0.0305, -2.63%
31 Jan 2024,1.1589,1.1594,1.1592,-0.0006, -0.05%
30 Jan 2024,1.1594,1.1603,1.1598,-0.0045, -0.39%
29 Jan 2024,1.1641,1.1644,1.1643,-0.0101, -0.86%
26 Jan 2024,1.1739,1.1748,1.1744,-0.0029, -0.25%
25 Jan 2024,1.1771,1.1775,1.1773,0.0102, 0.87%
24 Jan 2024,1.1666,1.1675,1.1671,0.0309, 2.72%
23 Jan 2024,1.1358,1.1367,1.1362,0.0238, 2.14%
22 Jan 2024,1.1122,1.1127,1.1124,-0.0082, -0.73%
19 Jan 2024,1.1204,1.1208,1.1206,0.0075, 0.67%
18 Jan 2024,1.1127,1.1136,1.1131,-0.0234, -2.06%
17 Jan 2024,1.1362,1.1367,1.1365,-0.0161, -1.40%
16 Jan 2024,1.1521,1.153,1.1526,-0.0069, -0.60%
15 Jan 2024,1.1594,1.1596,1.1595,0.0244, 2.15%
12 Jan 2024,1.1349,1.1353,1.1351,-0.0108, -0.94%
11 Jan 2024,1.1458,1.146,1.1459,0.0045, 0.39%
10 Jan 2024,1.1412,1.1415,1.1414,-0.0052, -0.45%
09 Jan 2024,1.1465,1.1467,1.1466,0.0076, 0.67%
08 Jan 2024,1.1385,1.1394,1.139,-0.0129, -1.12%
05 Jan 2024,1.1517,1.1521,1.1519,-0.0061, -0.53%
04 Jan 2024,1.1578,1.1582,1.158,-0.0182, -1.55%
03 Jan 2024,1.1757,1.1766,1.1762,-0.0152, -1.28%
02 Jan 2024,1.1911,1.1916,1.1914,0.0, 0.00%
